symbol,price,1h,24h,7d,24h_volume,mkt_cap,target_liquidity_volume
CTK,-0.1429232425542873,0.2336222484705985,0.2753491222610511,0.0717513817999414,-0.1018997961394047,-0.0965939164016728,-0.1031166851190243
CTSI,-0.1431127461471495,0.3827204924383511,-0.5711714379501475,-0.0156815819101357,-0.0986233789110288,-0.0945173750977106,-0.0985265255849943
CUBE,-0.1418932060051626,0.5318187364061038,0.5293052903244106,0.395253347527227,-0.1046812128049359,-0.0967644554872376,-0.1046245958681981
CUNI,-0.1431419751800556,-0.3254961664084738,-0.2664240362741159,-0.1031145456202128,-0.104465298116297,-0.0964876278650147,-0.104465298116297
CUSD,-0.1429626964457681,-0.2509470444245975,-0.3172152698867878,-0.098742897434709,-0.1044826395814268,-0.0965930756598036,-0.1037143269874025
CUSDC,-0.1431758343565972,-0.40004528839235,-0.3849369147036837,-0.098742897434709,-0.1047620658800255,-0.0343557365795539,-0.1047616577745496
CUSDT,-0.1431760012143968,-0.3627707274004119,-0.4018673259079077,-0.1031145456202128,-0.104759140837157,-0.0783790842541664,-0.1047601526497731
CVC,-0.143122210699085,0.5318187364061038,0.5462357015286329,0.0367781963159105,-0.0993216931279868,-0.0940564835561214,-0.0823558986054512
CVX,-0.1391893600637103,1.053662590293238,0.5123748791201866,0.5395177376488542,-0.0883587046471723,-0.0730165018554196,-0.096707027760351
CVXCRV,-0.1427552069308072,1.053662590293238,-0.0463286906192043,-0.0725130083216863,-0.1047269562892631,-0.089191769612147,-0.1046591243846759
DAG,-0.1431475557085798,0.121798565494784,-0.6219626715628193,0.9854258525702478,-0.104392462295373,-0.0887135550898835,-0.1044266402998159
DAI,-0.1429626482173618,-0.3627707274004119,-0.4187977371121317,-0.1031145456202128,0.0080080041154786,0.1478217986764509,-0.020138939463345
DAO,-0.1427028321910212,0.0845240045028459,-0.5711714379501475,-0.2867237694113749,-0.1034719136614091,-0.093614044015479,-0.1038121426810203
DASH,-0.1218729617219636,0.2336222484705985,-0.3172152698867878,0.0280348999449028,-0.0157931948348921,-0.0715377376998356,-0.0448052956344066
DAWN,-0.1428097639514176,0.2336222484705985,-0.0124678682107563,0.0411498445014144,-0.1038856070312812,-0.0955458623802852,-0.1032891747375265
DCR,-0.1307701206431106,0.3827204924383511,2.0191814762961195,0.2815904947041266,-0.0956883672917841,-0.0780703573114704,-0.1008742392468681
DENT,-0.143180238568929,0.4945441754141655,-0.1140503354361001,-0.068141360136182,-0.097881400028841,-0.0928872920826297,-0.0991921116921735
DEP,-0.1431747271949075,-0.2136724834326593,-0.5542410267459235,-0.6845437542922261,-0.1028436743034611,-0.095384057288654,-0.1029050117347515
DERO,-0.1408107947162519,0.9045643463254854,-0.1479111578445481,-0.7195169397762569,-0.1044682087798352,-0.0956115285970959,-0.1045560075136925
DESO,-0.1357675437310249,-0.1763979224407211,1.477408317760953,0.736241905996528,-0.1044835591771175,-0.0894612414268871,-0.1045207087406744
DG,-0.1431139099575131,-0.1763979224407211,-0.3680065034994597,-0.0899996010637013,-0.1044522534140042,-0.0957126951682641,-0.1042881304126611
DGB,-0.1431764595532325,0.7554661023577327,-0.0971199242318762,0.1548126973245147,-0.0990736784964324,-0.0909562277657494,-0.1003689074595945
DIVI,-0.143167092067107,-0.4745944103762264,0.5631661127328587,-0.2823521212258706,-0.1046776703497979,-0.094227664745006,-0.1046885380352525
DOCK,-0.1431734455141134,0.5318187364061038,-0.4357281483163556,-0.1031145456202128,-0.1035873510123006,-0.0969219337988434,-0.1038915896591389
DODO,-0.1430952719699041,0.8672897853335473,0.6816789911624264,-0.1031145456202128,-0.085241114679879,-0.0958422045566175,-0.0957982323350078
DOGE,-0.1431555114315532,0.1963476874786603,-0.0124678682107563,-0.1512026756607553,0.0590179067584916,0.3039800184526581,0.0271792511727635
DOME,-0.1431715144444058,-0.5118689713681646,1.1218696824722496,-0.409129918605483,-0.0885342887033613,-0.0892097474792891,-0.0832090771589011
DOT,-0.1391326207622754,0.7927406633496709,0.1906970662399313,0.3121920320026536,0.1715149637019699,0.431890525588174,0.1363595319824703
DPI,-0.1092746545226059,0.7181915413657909,0.3092099446694991,0.1329544563969955,-0.1046869634496473,-0.0968612471180012,-0.1046661531115337
DPX,0.1025746210692955,0.9045643463254854,-0.3002848586825639,0.0324065481304067,-0.1030840733632924,-0.0935012526966027,-0.1036462359467667
DUSK,-0.1431097662426837,0.4199950534302893,-1.1806662413022102,-0.2692371766693595,-0.0946833140846397,-0.0953707982443843,-0.1008713985407475
DVI,-0.1431046544680806,0.0472494435109077,0.3600011782821709,-0.8419230889703646,-0.1044380361094019,-0.0965142426688544,-0.1038782223552833
DYDX,-0.1421681733890391,0.7181915413657909,0.1399058326272593,-0.2604938802983518,-0.0703216257292369,-0.0883390127147396,-0.0741176605570115
EGLD,-0.1077077768906747,0.5690932973980419,0.4277228230990668,0.8979928888601703,0.0107995874423943,-0.0053872460498679,-0.0456472900628914
ELF,-0.1431111842887634,0.3081713704544748,-0.1309807466403241,-0.1555743238462592,-0.100077896926724,-0.0949369627882746,-0.1023397079544874
ELG,-0.14244532305374,0.5318187364061038,-0.0463286906192043,0.1198395118404838,-0.1045134367939866,-0.0927581035092112,-0.1044996145856802
ELON,-0.1431807515335486,1.2400353952529286,0.8171222807962181,0.0192916035738947,-0.1007929592394205,-0.0884111631966157,-0.1018299224532794
ENJ,-0.1428752323761501,0.3081713704544748,0.4446532343032908,0.0979812709129646,-0.0562551957157348,-0.0645642147347728,-0.0637510550735331
ENS,-0.140114647133263,1.1282117122771145,0.3261403558737229,-0.0331681746521511,-0.0905226220494797,-0.0901921385980154,-0.0573496160802895
EOS,-0.1427312018417386,0.3454459314464129,0.1399058326272593,0.1067245672839723,0.0176918407901137,-0.0456644582988845,-0.0220092173112822
EPS,-0.1431448040706882,0.1590731264867184,0.2076274774441551,0.0804946781709491,-0.1018045576335523,-0.0960754564783138,-0.102715657666464
ERG,-0.1424693281428086,-0.139123361448783,-0.3341456810910118,0.2553606055911031,-0.1044193806772328,-0.0943476323812351,-0.1042253525110219
EROWAN,-0.1431608693770251,0.60636785838998,-0.808197194809283,-0.2036624538868016,-0.103369607281543,-0.0969252582064532,-0.1038130358161334
ETC,-0.1373038694314142,0.6809169803738527,0.1229754214230353,-0.0593980637651742,0.0096411792391033,-0.0047930665423162,-0.0123771795734162
ETH,0.4557265800421793,0.5318187364061038,0.1737666550357073,0.1810425864375379,7.053619907835295,8.504978967334875,4.83952692990794
ETH2X-FLI,-0.1287427817572275,1.4636827612045578,0.6139573463455305,0.4171115884547462,-0.1039121944746838,-0.0969726691407642,-0.1043488599756137
ETN,-0.1431796416388566,0.2708968094625367,0.0383233654019155,-0.1774325647737784,-0.1046979746746737,-0.0964223835973049,-0.1046933788710622
EURS,-0.1429407008008826,-0.139123361448783,-0.2664240362741159,-0.0419114710231593,-0.1030788439557127,-0.0951724988165651,-0.10273815205723
EURT,-0.1429407008008826,-0.2136724834326593,-0.2664240362741159,-0.0506547673941665,-0.095597807233539,-0.092820754481218,-0.0994273560140003
EVER,-0.1431389332988144,-0.7727908983117316,-0.5542410267459235,-0.098742897434709,-0.1047597550524088,-0.0918849163003137,-0.1047566658887138
EWT,-0.1421092518067798,0.1963476874786603,-0.5542410267459235,0.0804946781709491,-0.1039558363040728,-0.093372641837313,-0.1042986055391355
EXRD,-0.1431540883662276,0.4572696144222273,0.6647485799582024,-0.0856279528781974,-0.1038238922649044,-0.0860412411456494,-0.1039513862148751
FEG,-0.143180751690699,0.6809169803738527,-0.4018673259079077,0.11546786365498,-0.1045789028003331,-0.0943925412115608,-0.1043658802890754
FEG,-0.1431807516907592,0.2708968094625367,-0.2494936250698919,0.0018050108318797,-0.1043658802890754,-0.0948012664351108,-0.1046641613187389
FEG,-0.1431807516907189,0.5690932973980419,-0.791266783605059,-0.159945972031763,-0.1046641613187389,-0.0944804766457024,-0.1045459669931437
FEI,-0.1429625236091268,-0.3254961664084738,-0.4018673259079077,-0.0899996010637013,-0.1010452561348652,-0.0841187364353111,-0.1025842544380053
FET,-0.1431092053965119,0.4572696144222273,-0.2833544474783415,0.0018050108318797,-0.0969519791269539,-0.0928711449411657,-0.0981582023189508
FIDA,-0.1428294044788373,0.3827204924383511,-0.2833544474783415,-0.6014824387676527,-0.1031701641212354,-0.0965325677589165,-0.1020950617907113
FIL,-0.1394119527078008,0.2336222484705985,-0.232563213865668,-0.2823521212258706,-0.008923642850402,-0.0184903677119223,-0.0344291882662471
FLEX,-0.142314386204275,-0.2882216054165356,-0.3002848586825639,-0.1118578419912206,0.3759491631068527,-0.0905789647631736,0.3741063549632212
FLEXUSD,-0.1429603413283024,-0.3254961664084738,-0.4018673259079077,-0.0856279528781974,-0.1046970862517183,-0.095277862573991,-0.104648748575986
FLOKI,-0.1431807455069143,1.1282117122771145,0.3092099446694991,-0.2648655284838556,-0.1024128239675552,-0.0919965935125904,-0.1021093668139409
FLOW,-0.1419957732039102,0.2708968094625367,-0.0124678682107563,-0.3348118994519173,-0.0839352706754074,-0.0481803744757728,-0.0617433601965442
FLUX,-0.1428686855336769,0.2336222484705985,-0.0293982794149803,0.2772188465186228,-0.0991475919515655,-0.0900893109803644,-0.1007208715641432
FOX,-0.1431211343981824,0.1590731264867184,-0.3849369147036837,-0.1249727865477321,-0.1045468659278354,-0.0968290410282745,-0.1045187020864593
FRAX,-0.1429628745198833,-0.4373198493842882,-0.3849369147036837,-0.1031145456202128,-0.0981671648428168,-0.0233657041890059,-0.0989892420683011
FTM,-0.1429145134309896,1.2400353952529286,-0.0293982794149803,-0.4484747522750177,0.3204562843928522,-0.0179483612033144,0.1352827296504526
FTT,-0.1339344278385148,0.3827204924383511,0.0044625429934675,0.0936096227274607,-0.0717432536094246,0.0538658087483858,-0.081919674234973
FUN,-0.1431783657456459,0.0845240045028459,-0.4695889707248035,-0.1512026756607553,-0.1044527706639257,-0.0957289431019582,-0.10445724612628
FX,-0.1430740798408182,0.3454459314464129,-0.3172152698867878,-0.1249727865477321,-0.1040132865677689,-0.0927733203741632,-0.1037508835440417
FXS,-0.1392701044542137,-0.139123361448783,-0.5881018491543712,-0.0768846565071897,-0.103009551314874,-0.0716454504001936,-0.1036258098307391
GALA,-0.1431310434807218,0.60636785838998,0.3938620006906189,0.0586364372434298,0.0952374973660644,-0.0536699457995515,0.1122997950650732
GF,-0.1428446804446083,-0.1763979224407211,-0.2833544474783415,0.0761230299854448,-0.1021166420228916,-0.0970291913296968,-0.1032951356169642
GFARM2,0.3516841594572881,0.121798565494784,0.1568362438314833,0.054264789057926,-0.1047136918953061,-0.0966426258513321,-0.1047118755397656
GHST,-0.1427552069308072,-0.1018488004568485,-0.2664240362741159,-0.0287965264666472,-0.0945048530749634,-0.0956888691686466,-0.0942666455309169
GLM,-0.1430792001263165,0.2336222484705985,-0.0293982794149803,-0.4747046413880408,-0.0989968688767078,-0.0865583711744506,-0.1003812123531349
GLMR,-0.1426613688553573,0.4945441754141655,0.2414882998526031,-0.2604938802983518,-0.0912328380892614,-0.086236887649377,-0.0885319648846885
GMT,-0.1430641903988062,2.3582722250110733,9.299258294112423,12.727672878833612,0.2626792202391058,-0.0903956050742792,0.387669710312968
GMX,-0.1382095159735472,0.6809169803738527,0.2414882998526031,-0.3741567331214521,-0.1033613178712747,-0.0943332356104746,-0.1036133012269984
GNO,-0.0779676538155237,0.4199950534302893,0.0213929541976915,-0.1162294901767244,-0.1037168479917497,-0.0842227474673713,-0.1043298612808828
GPX,-0.1423449381358168,-0.139123361448783,-0.3680065034994597,-0.4178732149764906,-0.1046970434798257,-0.0949702781448905,-0.1047015972364919
GRT,-0.1430845532611788,-0.2509470444245975,0.2922795334652733,1.2739546328135027,0.0361143814539694,-0.026926489305466,-0.0267955102585753
GT,-0.1417579045940487,0.0845240045028459,0.1229754214230353,-0.1249727865477321,-0.1019727008303252,-0.0730044768320962,-0.1022987904771723
GTC,-0.1419433984641242,1.1282117122771145,0.6139573463455305,-0.1249727865477321,-0.1000328091898813,-0.0966621673131792,-0.1019170636599066
GUSD,-0.1429625236091268,-0.2509470444245975,-0.3849369147036837,-0.098742897434709,-0.1036090240377393,-0.089415719926046,-0.1038197386791655
GXC,-0.1428228576363641,0.4199950534302893,-0.5373106155416995,-0.1861758611447861,-0.1007144691917802,-0.0955610583871374,-0.1007588116827656
HBAR,-0.1431371043292554,0.0845240045028459,-0.5203802043374738,-0.2080341020723055,-0.0809986398862966,0.0044087557110179,-0.0863713913019501
HBTC,8.851585043889068,0.60636785838998,0.2584187110568271,0.1941575309940495,-0.1046932103208075,-0.0557019464857216,-0.1039668718148348
HEART,-0.1431710906307096,0.5690932973980419,1.0541480376553536,-2.494406103090824,-0.1040904760598954,-0.0643412271024034,-0.1044362737624377
HERO,-0.1431708972742482,0.4945441754141655,0.1737666550357073,-0.5665092532836219,-0.1017295357339485,-0.0926265159123788,-0.1019390165150155
