coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date
Nervos Network,CKB,-0.14317844832896548,0.15907312648671848,-0.0632591018234283,-0.16868926840277076,-0.10252835048696857,-0.0904511990646191,2022-03-16
Kyber Network Crystal,KNC,-0.14251297375929697,0.5690932973980419,-0.2664240362741159,-0.09437124924920516,-0.09015894170862425,-0.09052149128181261,2022-03-16
FLEX Coin,FLEX,-0.14231438620427503,-0.28822160541653563,-0.3002848586825639,-0.1118578419912206,0.3759491631068527,-0.09057896476317362,2022-03-16
HUSD,HUSD,-0.14296271935971674,-0.36277072740041194,-0.3849369147036837,-0.10311454562021288,-0.08909049801934499,-0.0906034868920086,2022-03-16
Ultra,UOS,-0.14292978939676057,0.009974882518969604,0.0044625429934675885,-0.26486552848385564,-0.1015083637272577,-0.09066442915690609,2022-03-16
ConstitutionDAO,PEOPLE,-0.14316752438266925,1.9109774931078154,1.325034616922937,0.2247590682925765,-0.052682446478597676,-0.09069511436763268,2022-03-16
LooksRare,LOOKS,-0.14289923746521874,2.842841517906269,2.5948154572397346,0.9067361852311785,-0.08711066504316851,-0.09070408600712981,2022-03-16
DeFi Kingdoms,JEWEL,-0.14227292286861112,1.1282117122771143,-0.13098074664032416,-0.4266165113474984,-0.10061529059717819,-0.09080976534523853,2022-03-16
Telcoin,TEL,-0.14317968247715454,-0.0645742394649067,0.05525377660613948,-0.15120267566075535,-0.1037315470238542,-0.0908382252097682,2022-03-16
Tomb,TOMB,-0.14292324255428732,0.7927406633496709,-0.232563213865668,-0.33918354763742126,-0.09963642285014078,-0.09087217990791244,2022-03-16
Stargaze,STARS,-0.1430930469163756,0.15907312648671848,-0.48651938192902755,-0.6495705688081952,-0.10413625104680894,-0.09087484243251653,2022-03-16
DigiByte,DGB,-0.14317645955323255,0.7554661023577327,-0.09711992423187626,0.15481269732451475,-0.09907367849643245,-0.09095622776574945,2022-03-16
DigitalBits,XDB,-0.14309583019733904,0.49454417541416557,3.2551014942044696,0.8105599251500935,-0.1033768901024407,-0.09096303850084603,2022-03-16
Syscoin,SYS,-0.14307854915194665,0.49454417541416557,-0.9267100732388508,-0.4266165113474984,-0.10016837035376296,-0.09098079171599513,2022-03-16
Lisk,LSK,-0.14273774868421188,0.19634768747866033,-0.3002848586825639,-0.02005323009563957,-0.10200722137238245,-0.09106038201641428,2022-03-16
Tokemak,TOKE,-0.13765521664414535,0.7554661023577327,0.884843925613114,-0.12060113836222831,-0.102542335445951,-0.09107179126549476,2022-03-16
Nano,XNO,-0.1427006499101968,-0.5864180933520409,4.474091100908595,1.260839688256991,-0.06495141235419284,-0.09108091735488101,2022-03-16
Tenset,10SET,-0.14246059901951097,0.23362224847059854,0.10604501021881138,1.7941807668884617,-0.10365310446026421,-0.09116478622234074,2022-03-16
PlayDapp,PLA,-0.14300665412841432,0.4199950534302893,0.2753491222610511,-0.15994597203176303,-0.09836757979502302,-0.09117497959938885,2022-03-16
SafeMoon [OLD],SAFEMOON,-0.14318075158107677,0.38272049243835116,0.021392954197691574,-0.0899996010637013,-0.10476081114480794,-0.09146799389614516,2022-03-16
Ronin,RON,-0.14277484745822697,0.49454417541416557,0.08911459901458575,-0.12060113836222831,-0.10394895256668144,-0.09150421939167984,2022-03-16
Persistence,XPRT,-0.14246059901951097,0.08452400450284592,0.36000117828217093,0.06300808542893374,-0.1038268243143889,-0.09157978868182172,2022-03-16
Radio Caca,RACA,-0.1431804590162805,0.6809169803738527,0.29227953346527336,0.3296786247446691,-0.0991291743021213,-0.09158410504594858,2022-03-16
Pirate Chain,ARRR,-0.14286650325285247,0.49454417541416557,0.07218418781036176,1.260839688256991,-0.10424325834764975,-0.09168301870561264,2022-03-16
MAI,MIMATIC,-0.14296272219668182,-0.28822160541653563,-0.3002848586825639,-0.09437124924920516,-0.10051984076917848,-0.09168486024173089,2022-03-16
Casper Network,CSPR,-0.14316691428132255,0.49454417541416557,1.3081042057187116,-0.02005323009563957,-0.10070713562456933,-0.09186833824050285,2022-03-16
Everscale,EVER,-0.1431389332988144,-0.7727908983117316,-0.5542410267459235,-0.09874289743470901,-0.10475975505240884,-0.09188491630031377,2022-03-16
SXP,SXP,-0.14288832606109664,0.45726961442222736,0.5970269351413064,0.06300808542893374,-0.07870546981179105,-0.09196806991643927,2022-03-16
Floki Inu,FLOKI,-0.14318074550691434,1.1282117122771143,0.3092099446694991,-0.26486552848385564,-0.10241282396755526,-0.09199659351259042,2022-03-16
Zenon,ZNN,-0.14201323145050554,0.04724944351090773,0.021392954197691574,-0.18617586114478618,-0.10474661504853978,-0.09200865993648008,2022-03-16
Injective,INJ,-0.14201759601215436,0.6436424193819181,0.0044625429934675885,-0.011309933724631847,-0.09895302188722395,-0.092038337198603,2022-03-16
MXC,MXC,-0.1431579907207979,-0.36277072740041194,0.12297542142303536,0.6619238868429623,-0.09702455686662767,-0.09204527729074227,2022-03-16
WINkLink,WIN,-0.14318069357008675,0.04724944351090773,-0.0632591018234283,-0.1424593792897476,-0.0589659988863885,-0.0920635841266792,2022-03-16
WazirX,WRX,-0.14305895357951187,0.08452400450284592,-0.43572814831635565,-0.4222448631619945,-0.1021986734382489,-0.09208833601024534,2022-03-16
Perpetual Protocol,PERP,-0.14234057357416804,0.34544593144641295,-0.19870239145722005,-0.1424593792897476,-0.10173796143431522,-0.09217244757340105,2022-03-16
Mobox,MBOX,-0.14273556640338747,0.60636785838998,-0.808197194809283,0.15918434551001862,-0.09096260237208528,-0.09218688140477017,2022-03-16
Astroport,ASTRO,-0.14273993096503632,0.9045643463254854,-0.4187977371121317,1.6280581358393154,-0.102590440051116,-0.0922082178205228,2022-03-16
Trust Wallet Token,TWT,-0.1430233498860896,0.60636785838998,-1.8240218670627213,0.18104258643753793,-0.08842835142478264,-0.09224621778010196,2022-03-16
Serum,SRM,-0.14277266517740256,0.38272049243835116,0.0383233654019155,0.04552149268691832,-0.09011618105271738,-0.09225732018102059,2022-03-16
Coin98,C98,-0.14288832606109664,0.5318187364061038,0.1906970662399313,0.1854142346230418,-0.08583628701517061,-0.09227014909602665,2022-03-16
Mirror Protocol,MIR,-0.1428075816705932,0.23362224847059854,-1.1806662413022102,0.46519971849528874,-0.06516123458545324,-0.09227429512338889,2022-03-16
Zipmex Token,ZMT,-0.14257189534155623,-0.43731984938428825,-0.33414568109101184,-0.12497278654773218,-0.0996125409101813,-0.09228365580721672,2022-03-16
Tribe,TRIBE,-0.14306221194301083,0.04724944351090773,-0.232563213865668,0.023663251759398582,-0.10185596654865678,-0.09229034647014984,2022-03-16
VVS Finance,VVS,-0.1431807468204534,0.3081713704544748,-0.02939827941498038,-0.4834479377590486,-0.10336675316389675,-0.09258295804513296,2022-03-16
Metahero,HERO,-0.14317089727424823,0.49454417541416557,0.17376665503570732,-0.5665092532836219,-0.10172953573394855,-0.09262651591237882,2022-03-16
Creditcoin,CTC,-0.14293197167758498,0.19634768747866033,-0.14791115784454817,-0.0025666373536241366,-0.1036095507119761,-0.09263610566706568,2022-03-16
Lido Staked SOL,STSOL,-0.12399632096412114,0.5318187364061038,-0.1817719802529961,0.07175138179994146,-0.103085800550311,-0.09263938993664234,2022-03-16
API3,API3,-0.1421550797040926,0.6809169803738527,-0.5373106155416995,-0.5446510123561021,-0.09398501944125973,-0.09269939858457558,2022-03-16
Escoin Token,ELG,-0.14244532305374005,0.5318187364061038,-0.046328690619204305,0.11983951184048389,-0.10451343679398668,-0.0927581035092112,2022-03-16
Function X,FX,-0.14307407984081827,0.34544593144641295,-0.31721526988678783,-0.12497278654773218,-0.1040132865677689,-0.09277332037416323,2022-03-16
Raydium,RAY,-0.14263299920463987,0.12179856549478403,0.5462357015286329,0.049893140872422186,-0.09279104495938499,-0.09280069380261154,2022-03-16
CoinEx Token,CET,-0.14316740653287058,-0.17639792244072117,0.1906970662399313,0.21164412373606492,-0.10444939277183204,-0.09281300129142518,2022-03-16
Euro Tether,EURT,-0.14294070080088264,-0.21367248343265932,-0.2664240362741159,-0.05065476739416658,-0.09559780723353907,-0.09282075448121808,2022-03-16
Fetch.ai,FET,-0.1431092053965119,0.45726961442222736,-0.28335444747834154,0.001805010831879726,-0.0969519791269539,-0.09287114494116575,2022-03-16
Dent,DENT,-0.14318023856892909,0.49454417541416557,-0.11405033543610019,-0.06814136013618201,-0.09788140002884102,-0.09288729208262972,2022-03-16
Chia,XCH,-0.1289631921204936,0.08452400450284592,-0.7574059611966111,-0.470332993202537,-0.10104598506940765,-0.09295159102864077,2022-03-16
Status,SNT,-0.1431683683111698,0.08452400450284592,-0.28335444747834154,-0.25175058392734406,-0.10197525300740772,-0.09299479241439018,2022-03-16
Power Ledger,POWR,-0.14307079136184395,0.009974882518969604,-0.31721526988678783,-0.20366245388680163,-0.09308634355572452,-0.093075389032641,2022-03-16
Medibloc,MED,-0.1431719965450366,0.04724944351090773,0.021392954197691574,0.006176659017383589,-0.10196214595964438,-0.09311978872016972,2022-03-16
xSUSHI,XSUSHI,-0.14235148497829014,-0.28822160541653563,0.15683624383148334,0.13732610458249933,-0.10472319015525054,-0.09315630254671334,2022-03-16
Chromia,CHR,-0.14309796032165176,0.7181915413657909,0.36000117828217093,0.032406548130406734,-0.0835908094132718,-0.09315758225557828,2022-03-16
Yield Guild Games,YGG,-0.14265045745123522,0.6436424193819181,-0.24949362506989198,-0.35229849219393283,-0.09840503927356432,-0.0931961094542629,2022-03-16
Telos,TLOS,-0.14300198819378362,0.38272049243835116,0.4785140567117387,-0.5227927714285834,-0.10316774207219909,-0.09319651028223637,2022-03-16
COTI,COTI,-0.14313677545953524,0.2708968094625367,0.4107924118948429,-0.06814136013618201,-0.09911379381952468,-0.0932276988491496,2022-03-16
Alchemix USD,ALUSD,-0.14296314097637203,-0.40004528839235004,-0.4187977371121317,-0.10311454562021288,-0.10366279483125163,-0.09328031723296602,2022-03-16
Celer Network,CELR,-0.14317266221445718,0.7181915413657909,0.07218418781036176,-0.11622949017672446,-0.09176290217971497,-0.09329176491039937,2022-03-16
Orbs,ORBS,-0.14316499676209682,-0.139123361448783,-0.0632591018234283,-0.0025666373536241366,-0.09453871174010652,-0.09329925281041339,2022-03-16
Vulcan Forged,PYR,-0.1412756205318527,0.6436424193819181,0.2584187110568271,-0.29546706578238263,-0.09079713785570423,-0.0933066901827985,2022-03-16
Energy Web Token,EWT,-0.14210925180677988,0.19634768747866033,-0.5542410267459235,0.08049467817094919,-0.10395583630407285,-0.09337264183731303,2022-03-16
Astar,ASTR,-0.143158224006618,-0.027299678472968582,-0.28335444747834154,0.036778196315910595,-0.1018652781346632,-0.09337665700837447,2022-03-16
Origin Protocol,OGN,-0.14308601560755932,-0.10184880045684858,-1.5531352877951377,2.5723341439081486,-0.03861841966550138,-0.09337851401052386,2022-03-16
Cratos,CRTS,-0.14318010744370974,-0.6982417763278552,-1.0282925404641945,-0.6714288097357145,-0.0998559524886509,-0.09341782426909416,2022-03-16
Ocean Protocol,OCEAN,-0.14307831913954777,0.6809169803738527,0.4615836455075147,0.22038742010707263,-0.09677938620345687,-0.09344524472690242,2022-03-16
XYO Network,XYO,-0.1431771842913098,-0.3254961664084738,-0.24949362506989198,-0.24300728755633635,-0.10310581598367502,-0.09344907454231527,2022-03-16
Dopex,DPX,0.10257462106929559,0.9045643463254854,-0.3002848586825639,0.032406548130406734,-0.10308407336329241,-0.09350125269660274,2022-03-16
PLEX,PLEX,-0.1430028460483757,0.12179856549478403,0.07218418781036176,-0.13808773110424374,-0.09918816979105559,-0.09354176217754945,2022-03-16
LUKSO Token,LYXE,-0.14033287521570467,0.23362224847059854,-0.14791115784454817,-0.10748619380571675,-0.10434621500527276,-0.0935488682927984,2022-03-16
DAO Maker,DAO,-0.1427028321910212,0.08452400450284592,-0.5711714379501475,-0.28672376941137495,-0.10347191366140916,-0.09361404401547903,2022-03-16
Boba Network,BOBA,-0.14291669571181403,-0.10184880045684858,0.6308877575497545,0.4914296076083119,-0.10317371672563612,-0.09370022534392326,2022-03-16
Mdex,MDX,-0.1431319050451913,0.3081713704544748,0.08911459901458575,0.11983951184048389,-0.10212520220098839,-0.09370318032907182,2022-03-16
UFO Gaming,UFO,-0.14318075004830053,0.7554661023577327,0.15683624383148334,-0.1424593792897476,-0.10291405581519246,-0.09373705690797718,2022-03-16
Ardor,ARDR,-0.14313864720179834,0.15907312648671848,-0.0632591018234283,-0.15120267566075535,-0.1024886396844876,-0.09374953967847698,2022-03-16
Pundi X,PUNDIX,-0.14301924436117464,0.15907312648671848,-0.02939827941498038,-0.12934443473323604,-0.10320479703012911,-0.09376062040590981,2022-03-16
Mask Network,MASK,-0.14229692795767973,0.830015224341609,0.7832614583877703,-0.0025666373536241366,-0.08777757345428139,-0.09379236301445523,2022-03-16
Kyber Network Crystal Legacy,KNCL,-0.14251079147847254,0.5690932973980419,-0.0632591018234283,-0.10311454562021288,-0.035420226429094925,-0.09379469320350944,2022-03-16
Interest Bearing Bitcoin,IBBTC,8.727347796555025,0.34544593144641295,-0.012467868210756397,0.12421116002598775,-0.10476090158923711,-0.09384004202663909,2022-03-16
Coinmetro,XCM,-0.14304770959579216,-0.17639792244072117,-1.333039942140226,-0.17743256477377847,-0.10474225362040075,-0.0939268261620586,2022-03-16
MX Token,MX,-0.14277484745822697,0.23362224847059854,-0.11405033543610019,0.023663251759398582,-0.10462427109179334,-0.09393439249694477,2022-03-16
Reserve Rights Token,RSR,-0.14317773875266418,0.19634768747866033,1.9006685978665523,0.4783146630518003,-0.08368026392683552,-0.09397758186232645,2022-03-16
Radicle,RAD,-0.1422140012863519,0.3081713704544748,-0.13098074664032416,-0.011309933724631847,-0.1029197049672774,-0.09397772024122063,2022-03-16
Conflux,CFX,-0.14315538682331821,0.38272049243835116,-0.28335444747834154,-0.41787321497649066,-0.10296506890905363,-0.0940299783033356,2022-03-16
Wonderland,TIME,-0.10022691822457425,0.2708968094625367,-0.21563280266144402,-0.47470464138804086,-0.10422448438659185,-0.09404138634248849,2022-03-16
XSGD,XSGD,-0.14301996996954874,-0.21367248343265932,-0.33414568109101184,-0.07688465650718974,-0.10326833975120364,-0.09405166643978258,2022-03-16
MiL.k Alliance,MLK,-0.14300338027072154,0.08452400450284592,0.08911459901458575,0.01929160357389472,-0.10230762251051857,-0.09405257588449749,2022-03-16
Civic,CVC,-0.143122210699085,0.5318187364061038,0.5462357015286329,0.036778196315910595,-0.09932169312798685,-0.09405648355612145,2022-03-16
Unibright,UBT,-0.14292324255428732,0.45726961442222736,2.5778850460355107,2.755943367699311,-0.10371974415634122,-0.09410843676908541,2022-03-16
Aragon,ANT,-0.14217253795068796,0.6436424193819181,0.44465323430329085,0.11983951184048389,-0.09337862782105744,-0.09413483112937594,2022-03-16
Yoshi.exchange,YOSHI,-0.14288832606109664,1.053662590293238,1.8837381866623284,0.9635676116427285,-0.10363359504013796,-0.09420529620840039,2022-03-16
SuperFarm,SUPER,-0.14304846924774714,0.5690932973980419,-0.19870239145722005,-0.0025666373536241366,-0.09901140515813632,-0.0942192096393853,2022-03-16
Divi,DIVI,-0.14316709206710707,-0.4745944103762264,0.5631661127328587,-0.28235212122587067,-0.10467767034979793,-0.094227664745006,2022-03-16
BTSE Token,BTSE,-0.1413432712374096,-0.139123361448783,-0.19870239145722005,0.4520847739387771,-0.10416586732016488,-0.0943022841630693,2022-03-16
GMX,GMX,-0.1382095159735472,0.6809169803738527,0.24148829985260314,-0.37415673312145215,-0.10336131787127475,-0.09433323561047462,2022-03-16
Request,REQ,-0.1431330898054509,0.3081713704544748,-0.4187977371121317,0.4302265330112578,-0.09791790293937769,-0.09433960785202533,2022-03-16
Multichain,MULTI,-0.1411752356139295,0.15907312648671848,0.42772282309906684,-0.9555859417934653,-0.10422498750004028,-0.09434413419119729,2022-03-16
Ergo,ERG,-0.14246932814280863,-0.139123361448783,-0.33414568109101184,0.25536060559110313,-0.10441938067723282,-0.09434763238123514,2022-03-16
Rari Governance Token,RGT,-0.13992478870153874,0.4199950534302893,-0.825127606013507,-0.01568158191013571,-0.1045478739671007,-0.09436397245354664,2022-03-16
FEG Token BSC,FEG,-0.14318075169069905,0.6809169803738527,-0.4018673259079077,0.11546786365498006,-0.10457890280033312,-0.0943925412115608,2022-03-16
Alchemy Pay,ACH,-0.14317189927626423,0.3081713704544748,0.1906970662399313,-0.11622949017672446,-0.10137286490884663,-0.09440354908030955,2022-03-16
Numeraire,NMR,-0.13704199573248427,0.12179856549478403,0.05525377660613948,-0.10311454562021288,-0.10285996459495944,-0.09441247024478332,2022-03-16
Power Cash,PRCH,-0.1431806319411512,-0.7355163373197935,-0.791266783605059,-0.13371608291873946,-0.10472320356677618,-0.09445019526146553,2022-03-16
Moonriver,MOVR,-0.1325203098642928,0.4199950534302893,-0.825127606013507,-0.37415673312145215,-0.09617616695277961,-0.09446194239598121,2022-03-16
sBTC,SBTC,8.718919828011128,0.38272049243835116,0.0383233654019155,0.1329544563969955,-0.10432888876403694,-0.09449961746369555,2022-03-16
Cartesi,CTSI,-0.1431127461471495,0.38272049243835116,-0.5711714379501475,-0.01568158191013571,-0.09862337891102889,-0.09451737509771069,2022-03-16
JOE,JOE,-0.14298790986372914,0.830015224341609,0.1906970662399313,-0.5271644196140867,-0.10176985222992543,-0.09452591747593563,2022-03-16
Veritaseum,VERI,-0.12675035936453502,0.9045643463254854,8.097199098612524,1.6455447285813307,-0.10471556987136978,-0.09453248885578852,2022-03-16
Bifrost,BFC,-0.1431481966444579,0.12179856549478403,-0.11405033543610019,-0.05939806376517429,-0.10426661216347784,-0.09463713880853275,2022-03-16
inSure DeFi,SURE,-0.14317944451561465,0.5690932973980419,1.6467124298031925,0.609464108616916,-0.10431653131181495,-0.09464879046397871,2022-03-16
Aurora,AURORA,-0.14168588932684303,-0.40004528839235004,-0.7404755499923872,-0.36104178856494057,-0.10429350009754962,-0.09468486008927449,2022-03-16
AscendEx Token,ASD,-0.14313486225393648,-0.139123361448783,-0.6050322603585953,-0.23426399118532865,-0.10395202489347463,-0.094707029592789,2022-03-16
Reef Finance,REEF,-0.1431789064587271,0.5318187364061038,0.021392954197691574,0.04552149268691832,-0.09685170259961745,-0.09473729193381748,2022-03-16
World Mobile Token,WMT,-0.14303751070635926,-0.28822160541653563,-0.31721526988678783,-0.12497278654773218,-0.1043213163266801,-0.09474904822169854,2022-03-16
Mango,MNGO,-0.14314827847998882,0.4199950534302893,-0.21563280266144402,-0.2167773984433132,-0.10456807172471874,-0.09476757326544882,2022-03-16
Beldex,BDX,-0.1431586307837637,0.3081713704544748,-0.1817719802529961,1.820410656001485,-0.10469947350328276,-0.09477311273487092,2022-03-16
Poollotto.finance,PLT,-0.13933775515977065,-0.21367248343265932,-0.33414568109101184,-0.03753982283765501,-0.10449486364333975,-0.09477399237854285,2022-03-16
Biconomy,BICO,-0.1428948729035699,0.08452400450284592,0.901774336817338,0.049893140872422186,-0.09410921995550091,-0.09479370930619559,2022-03-16
FEG Token,FEG,-0.14318075169075928,0.2708968094625367,-0.24949362506989198,0.001805010831879726,-0.10436588028907541,-0.09480126643511086,2022-03-16
BNB48 Club Token,KOGE,-0.1267350833987641,-6.466105600944445e-17,0.0,0.0,0.0,-0.09480303845299735,2022-03-16
Ion,ION,1.3960713872833423,-0.10184880045684858,-0.3849369147036837,-0.7282602361472647,-0.10472568506149377,-0.09481603325959923,2022-03-16
MMFinance,MMF,-0.14294070080088264,0.19634768747866033,0.3261403558737229,1.3176711146685414,-0.08980930939716912,-0.09481785769891436,2022-03-16
Origin Dollar,OUSD,-0.1429639578040846,-0.3254961664084738,-0.43572814831635565,-0.09874289743470901,-0.10444080758305234,-0.09482060531299245,2022-03-16
Verge,XVG,-0.14317875991067097,0.5318187364061038,0.05525377660613948,-0.3085820103388942,-0.1031024815884213,-0.09483190958770177,2022-03-16
Kishu Inu,KISHU,-0.14318075169123154,1.3518590782287432,1.1895913272891454,0.5395177376488542,-0.10218673899279515,-0.09483414800637739,2022-03-16
Band Protocol,BAND,-0.1423907660331296,0.6436424193819181,0.44465323430329085,0.08486632635645303,-0.0954077902009164,-0.09483534057415197,2022-03-16
Tokamak Network,TON,-0.1424016774372517,0.009974882518969604,0.021392954197691574,-0.2080341020723055,-0.10395879662650324,-0.09485570344532937,2022-03-16
Storj,STORJ,-0.14295379448582915,0.49454417541416557,0.3092099446694991,0.36028016204319613,-0.09411099462656974,-0.09488212760666288,2022-03-16
VeThor Token,VTHO,-0.14318004349939342,0.4199950534302893,-0.46958897072480354,0.16792764188102635,-0.10284051099577775,-0.09490614958824965,2022-03-16
USDX,USDX,-0.14296928278752427,-0.0645742394649067,-0.14791115784454817,-0.09874289743470901,-0.10444435982497935,-0.09491398607892791,2022-03-16
OriginTrail,TRAC,-0.1430933450159362,0.23362224847059854,-0.24949362506989198,-0.28672376941137495,-0.10389897650997876,-0.09492568210715366,2022-03-16
Merit Circle,MC,-0.14272465499926537,0.5690932973980419,0.7494006359793223,0.05426478905792601,-0.09537688243388844,-0.09492637768401292,2022-03-16
aelf,ELF,-0.14311118428876346,0.3081713704544748,-0.13098074664032416,-0.1555743238462592,-0.10007789692672404,-0.09493696278827468,2022-03-16
Akash Network,AKT,-0.14294288308170705,0.23362224847059854,-0.4187977371121317,-0.02005323009563957,-0.10412562621871053,-0.09495826643077086,2022-03-16
GPEX,GPX,-0.14234493813581686,-0.139123361448783,-0.36800650349945974,-0.41787321497649066,-0.10469704347982577,-0.09497027814489054,2022-03-16
StarLink,STARL,-0.14318074854978002,1.314584517236805,-0.02939827941498038,-0.12060113836222831,-0.09973534118865066,-0.09499081650817627,2022-03-16
Pundi X [OLD],NPXS,-0.14318062053825553,-0.36277072740041194,-0.6558234939712673,-0.6626855133647068,-0.10476208104229896,-0.09503608363488977,2022-03-16
Acala,ACA,-0.14294070080088264,0.9418389073174236,-0.02939827941498038,-0.024424878281143432,-0.09995020832839474,-0.09507714857781849,2022-03-16
Orchid Protocol,OXT,-0.14312885814470425,0.4199950534302893,-0.4018673259079077,0.1854142346230418,-0.10037361961725283,-0.09509882908646099,2022-03-16
Beta Finance,BETA,-0.143096190055447,0.34544593144641295,-0.19870239145722005,-0.41787321497649066,-0.09801829473333994,-0.09512017925856443,2022-03-16
Ark,ARK,-0.14299866719882504,-0.10184880045684858,-0.11405033543610019,-0.2255206948143205,-0.10376542200031223,-0.09515770466349452,2022-03-16
STASIS EURO,EURS,-0.14294070080088264,-0.139123361448783,-0.2664240362741159,-0.0419114710231593,-0.1030788439557127,-0.0951724988165651,2022-03-16
Magic,MAGIC,-0.14257407762238064,2.209173981043321,4.389439044887475,-0.08562795287819745,-0.10206882739665943,-0.09517885706504002,2022-03-16
Keep3rV1,KP3R,-0.06448115832062845,-0.10184880045684858,-0.02939827941498038,-0.07688465650718974,-0.09670860887048223,-0.09521254116024502,2022-03-16
Polkastarter,POLS,-0.14284468044460832,0.7554661023577327,-0.6050322603585953,1.2520963918859833,-0.03221931500266697,-0.09522244333928183,2022-03-16
Hxro,HXRO,-0.14311410985443668,-0.0645742394649067,-0.1648415690487738,-0.37415673312145215,-0.10471368500830647,-0.0952531222899482,2022-03-16
flexUSD,FLEXUSD,-0.1429603413283024,-0.3254961664084738,-0.4018673259079077,-0.08562795287819745,-0.10469708625171835,-0.095277862573991,2022-03-16
Bezoge Earth,BEZOGE,-0.14318075169090266,0.08452400450284592,-0.48651938192902755,-0.28235212122587067,-0.1046934278050072,-0.09527892588993399,2022-03-16
MaidSafeCoin,MAID,-0.14311639186549477,0.49454417541416557,-0.232563213865668,0.09360962272746075,-0.10476097849889954,-0.0952825472821654,2022-03-16
Prometeus,PROM,-0.14144365615533278,0.2708968094625367,-0.2664240362741159,-0.03753982283765501,-0.10437446620280245,-0.09535028355359519,2022-03-16
Iron Bank EURO,IBEUR,-0.14294506536253146,-0.36277072740041194,-0.46958897072480354,-0.06376971195067815,-0.10472755248957373,-0.09535439875410627,2022-03-16
Metadium,META,-0.14316396801817152,-0.10184880045684858,-1.0113621292599706,0.0979812709129646,-0.09286259254889992,-0.09535877001212253,2022-03-16
Sperax,SPA,-0.14314440427684125,-0.0645742394649067,-0.6896843163797152,-0.1949191575157939,-0.1045938664382138,-0.09536206453978106,2022-03-16
iExec RLC,RLC,-0.14278575886234907,0.34544593144641295,0.5631661127328587,0.2247590682925765,-0.10242413858304011,-0.09536806741147603,2022-03-16
DUSK Network,DUSK,-0.14310976624268376,0.4199950534302893,-1.1806662413022102,-0.2692371766693595,-0.0946833140846397,-0.0953707982443843,2022-03-16
DEAPCOIN,DEP,-0.1431747271949075,-0.21367248343265932,-0.5542410267459235,-0.6845437542922261,-0.10284367430346111,-0.09538405728865408,2022-03-16
StormX,STMX,-0.14317769827384597,0.5690932973980419,-0.02939827941498038,-0.0899996010637013,-0.10392237708490976,-0.09538710848935004,2022-03-16
RMRK,RMRK,-0.14020193836623968,0.7554661023577327,0.3430707670779469,-0.07688465650718974,-0.10304267887063277,-0.09539749674365096,2022-03-16
Qredo,QRDO,-0.14262427008134224,0.9418389073174236,1.8668077754581043,0.28596214288963046,-0.096128019575722,-0.09545918040484007,2022-03-16
Stratis,STRAX,-0.14297752177054876,0.19634768747866033,0.0383233654019155,-0.16431762021726648,-0.10360452755191238,-0.09546980130717729,2022-03-16
STP Network,STPT,-0.14316201336519196,-0.10184880045684858,-0.3002848586825639,-0.28235212122587067,-0.10050251525289,-0.09547493668708194,2022-03-16
Steem,STEEM,-0.14311189549408415,0.12179856549478403,-0.232563213865668,-0.06376971195067815,-0.10258030891215071,-0.09550001914391211,2022-03-16
Alpha Finance,ALPHA,-0.143119801897511,0.3081713704544748,0.5123748791201866,-0.011309933724631847,-0.10207787111462666,-0.09550356152261033,2022-03-16
NKN,NKN,-0.14313875609761148,0.7554661023577327,0.918704748021562,0.17667093825203406,-0.10142852672747452,-0.09551313720531308,2022-03-16
RSK Infrastructure Framework,RIF,-0.14314798496321793,0.2708968094625367,0.13990583262725934,-0.0725130083216863,-0.10432964814636726,-0.09552588928991619,2022-03-16
Balancer,BAL,-0.14068204014761132,0.6809169803738527,-0.02939827941498038,-0.05939806376517429,-0.09590992605787667,-0.0955339629527079,2022-03-16
Dawn Protocol,DAWN,-0.14280976395141762,0.23362224847059854,-0.012467868210756397,0.041149844501414456,-0.10388560703128123,-0.09554586238028523,2022-03-16
GXChain,GXC,-0.14282285763636413,0.4199950534302893,-0.5373106155416995,-0.18617586114478618,-0.10071446919178027,-0.09556105838713745,2022-03-16
Sun Token,SUN,-0.1431782203393185,0.08452400450284592,-0.1817719802529961,-0.01568158191013571,-0.09202923985508675,-0.09557146102905577,2022-03-16
Dero,DERO,-0.1408107947162519,0.9045643463254854,-0.14791115784454817,-0.7195169397762569,-0.10446820877983522,-0.09561152859709598,2022-03-16
Kirobo,KIRO,-0.1431531659161232,0.34544593144641295,-0.08018951302765227,-0.4266165113474984,-0.10475112228171099,-0.09561952427216268,2022-03-16
Alien Worlds,TLM,-0.1431596826692135,0.9791134683093615,0.2584187110568271,-0.1118578419912206,-0.08867407920997812,-0.09564172599657537,2022-03-16
Strike,STRK,-0.13489899596290703,-0.10184880045684858,-0.1648415690487738,-0.2386356393708325,-0.10123823348991834,-0.0956538701451623,2022-03-16
Aavegotchi,GHST,-0.1427552069308072,-0.10184880045684858,-0.2664240362741159,-0.02879652646664728,-0.09450485307496347,-0.09568886916864668,2022-03-16
Victoria VR,VR,-0.14314922275290154,1.5382318831884338,-0.4526585595205796,0.036778196315910595,-0.10219997943086757,-0.09568982214445261,2022-03-16
Ankr Reward-Bearing Staked ETH,AETHC,0.33613322630249454,0.4199950534302893,-0.36800650349945974,-0.19054750933029005,-0.10428742540138078,-0.09570028341525423,2022-03-16
